100 100000 1976 206
100 110000 2230 213
100 120000 2421 218
100 130000 3426 221
100 140000 2765 218
100 150000 2962 231
100 160000 3161 243
100 170000 3367 253
100 180000 3564 267
100 190000 3757 282
100 200000 3957 233
100 210000 4414 248
100 220000 4347 259
100 230000 4550 273
100 240000 4737 277
100 250000 4945 292
100 260000 5144 309
100 270000 5335 264
100 280000 5532 274
100 290000 5737 285
100 300000 5931 297
100 310000 6125 306
100 320000 6326 314
100 330000 6586 281
100 340000 6722 288
100 350000 6913 292
100 360000 7123 311
100 370000 7299 319
100 380000 7520 326
100 390000 7712 334
100 400000 7939 308
100 410000 8112 316
100 420000 8291 326
100 430000 8507 339
100 440000 8971 342
100 450000 8893 350
100 460000 9079 325
100 470000 9287 334
100 480000 9702 342
100 490000 9894 349
100 500000 9882 358
100 510000 10087 367
100 520000 10270 373
100 530000 10477 353
100 540000 10668 359
100 550000 10865 367
100 560000 11070 376
100 570000 11262 386
100 580000 11482 393
100 590000 11659 372
100 600000 11854 379
100 610000 12045 388
100 620000 12253 390
100 630000 13184 404
100 640000 12663 413
100 650000 12857 411
100 660000 13059 401
100 670000 13270 408
100 680000 14282 415
100 690000 13633 426
100 700000 13826 433
100 710000 14011 441
100 720000 14216 451
100 730000 14415 427
100 740000 14631 436
100 750000 14828 443
100 760000 15011 454
100 770000 15199 453
100 780000 15387 458
100 790000 15859 449
100 800000 15827 457
100 810000 15998 462
100 820000 16192 475
100 830000 16388 473
100 840000 16605 489
100 850000 17113 489
100 860000 16994 477
100 870000 17169 482
100 880000 17379 489
100 890000 17577 501
100 900000 17784 509
100 910000 17974 510
100 920000 18164 499
100 930000 18382 505
100 940000 18574 511
100 950000 18765 516
100 960000 18965 513
100 970000 19169 536
100 980000 19352 542
100 990000 19544 524
100 1000000 19773 527
100 1010000 19950 886
100 1020000 20161 542
100 1030000 20393 550
100 1040000 20878 559
100 1050000 20734 545
100 1060000 20929 551
100 1070000 21133 559
100 1080000 21335 558
100 1090000 21529 574
100 1100000 21705 583
100 1110000 21915 591
100 1120000 22111 572
100 1130000 22325 579
100 1140000 22505 587
100 1150000 22698 598
100 1160000 30540 603
100 1170000 23086 610
100 1180000 23302 587
100 1190000 23477 591
100 1200000 23694 606
100 1210000 23877 616
100 1220000 24083 623
100 1230000 24754 630
100 1240000 24501 642
100 1250000 25020 620
100 1260000 24866 625
100 1270000 28125 633
100 1280000 25299 644
100 1290000 25482 651
100 1300000 25813 660
100 1310000 26764 668
100 1320000 26063 638
100 1330000 26957 654
100 1340000 26465 665
100 1350000 26655 669
100 1360000 26871 679
100 1370000 27050 688
100 1380000 27241 669
100 1390000 27447 662
100 1400000 27652 681
100 1410000 27844 688
100 1420000 28326 701
100 1430000 28235 707
100 1440000 28464 717
100 1450000 28655 692
100 1460000 28821 704
100 1470000 29047 708
100 1480000 29318 713
100 1490000 29416 715
100 1500000 29629 726
100 1510000 29830 718
100 1520000 30036 721
100 1530000 30234 733
100 1540000 30432 737
100 1550000 30598 750
100 1560000 31225 756
100 1570000 31033 767
100 1580000 31193 744
100 1590000 31409 751
100 1600000 31593 759
100 1610000 31774 767
100 1620000 31995 776
100 1630000 32200 786
100 1640000 32373 762
100 1650000 32564 771
100 1660000 32787 779
100 1670000 33017 785
100 1680000 33173 797
100 1690000 33629 803
100 1700000 33582 809
100 1710000 33749 934
100 1720000 33972 798
100 1730000 34202 808
100 1740000 34354 1093
100 1750000 34525 820
100 1760000 34778 833
100 1770000 34950 809
100 1780000 35135 818
100 1790000 35421 822
100 1800000 35547 835
100 1810000 35740 844
100 1820000 36611 855
100 1830000 36127 851
100 1840000 36328 839
100 1850000 36512 844
100 1860000 36738 854
100 1870000 36937 859
100 1880000 37152 872
100 1890000 37976 875
100 1900000 37510 887
100 1910000 37752 863
100 1920000 37909 872
100 1930000 38133 880
