1000 100000 1972 206
1000 110000 2177 212
1000 120000 2377 219
1000 130000 2567 224
1000 140000 2775 218
1000 150000 2971 231
1000 160000 3158 245
1000 170000 3366 257
1000 180000 3569 271
1000 190000 3761 281
1000 200000 4006 234
1000 210000 4153 248
1000 220000 4447 260
1000 230000 4541 274
1000 240000 4737 278
1000 250000 4940 292
1000 260000 5142 309
1000 270000 5339 263
1000 280000 5526 275
1000 290000 6063 285
1000 300000 5946 296
1000 310000 6134 306
1000 320000 6315 320
1000 330000 6531 278
1000 340000 6724 291
1000 350000 9219 299
1000 360000 7781 310
1000 370000 7311 318
1000 380000 7511 331
1000 390000 7756 339
1000 400000 7922 307
1000 410000 8097 318
1000 420000 8315 325
1000 430000 8504 335
1000 440000 8704 341
1000 450000 9483 351
1000 460000 9106 324
1000 470000 9296 334
1000 480000 9480 342
1000 490000 9676 349
1000 500000 9884 358
1000 510000 10084 369
1000 520000 10287 374
1000 530000 10466 353
1000 540000 10664 361
1000 550000 10875 369
1000 560000 14737 377
1000 570000 11261 384
1000 580000 11461 394
1000 590000 11656 372
1000 600000 11880 380
1000 610000 12058 389
1000 620000 12415 396
1000 630000 12464 407
1000 640000 12653 415
1000 650000 12883 421
1000 660000 13051 400
1000 670000 13250 408
1000 680000 13427 416
1000 690000 13626 422
1000 700000 13839 433
1000 710000 14040 441
1000 720000 14225 447
1000 730000 14431 427
1000 740000 14618 434
1000 750000 14805 444
1000 760000 15018 449
1000 770000 15239 462
1000 780000 15389 469
1000 790000 15615 449
1000 800000 15805 455
1000 810000 15995 464
1000 820000 16198 471
1000 830000 16420 471
1000 840000 16600 486
1000 850000 16789 494
1000 860000 16973 476
1000 870000 17211 483
1000 880000 17931 492
1000 890000 17585 491
1000 900000 17796 507
1000 910000 17973 517
1000 920000 18186 496
1000 930000 18357 503
1000 940000 18572 511
1000 950000 18777 522
1000 960000 18964 527
1000 970000 19158 535
1000 980000 19354 545
1000 990000 19635 524
1000 1000000 19772 533
1000 1010000 19950 537
1000 1020000 20924 546
1000 1030000 20343 556
1000 1040000 20546 565
1000 1050000 20731 545
1000 1060000 20946 550
1000 1070000 21140 558
1000 1080000 21319 565
1000 1090000 21562 574
1000 1100000 21736 577
1000 1110000 21937 593
1000 1120000 22673 571
1000 1130000 22336 580
1000 1140000 22518 582
1000 1150000 22716 595
1000 1160000 22900 607
1000 1170000 23105 614
1000 1180000 23290 593
1000 1190000 23490 597
1000 1200000 23713 604
1000 1210000 23895 614
1000 1220000 24123 622
1000 1230000 24296 631
1000 1240000 24942 632
1000 1250000 25642 619
1000 1260000 24889 626
1000 1270000 25097 635
1000 1280000 25287 644
1000 1290000 25471 710
1000 1300000 25673 656
1000 1310000 25862 666
1000 1320000 26822 648
1000 1330000 26812 657
1000 1340000 26462 664
1000 1350000 26649 672
1000 1360000 26873 680
1000 1370000 27048 688
1000 1380000 28949 668
1000 1390000 27569 673
1000 1400000 27644 684
1000 1410000 27847 682
1000 1420000 30684 692
1000 1430000 28236 709
1000 1440000 28454 715
1000 1450000 28665 695
1000 1460000 28844 701
1000 1470000 29052 709
1000 1480000 30991 718
1000 1490000 29424 728
1000 1500000 31398 729
1000 1510000 29832 714
1000 1520000 30024 723
1000 1530000 30359 729
1000 1540000 30420 737
1000 1550000 30609 747
1000 1560000 32668 754
1000 1570000 32829 761
1000 1580000 31490 743
1000 1590000 31778 752
1000 1600000 31596 759
1000 1610000 31808 767
1000 1620000 31987 775
1000 1630000 32184 781
1000 1640000 32367 763
1000 1650000 32761 768
1000 1660000 32783 777
1000 1670000 32963 788
